[6]Fan: ON
(880446) i2cTask_changeI2cSpeed: Setting I2C task to FAST mode!
[7]Lowering Lifter
(880457) _switchI2cSpeed: I2C Fast Mode Set!
(880608) _readLifterSwitches: New Lifter Up Value: 0
(880809) Motor Lifter ADC Counts: 1836
(881159) Motor Lifter ADC Counts: 1769
(881509) Motor Lifter ADC Counts: 1745
(881859) Motor Lifter ADC Counts: 1728
(882209) Motor Lifter ADC Counts: 1725
(882559) Motor Lifter ADC Counts: 1716
(882909) Motor Lifter ADC Counts: 1723
(883259) Motor Lifter ADC Counts: 1745
(883609) Motor Lifter ADC Counts: 1842
(883959) Motor Lifter ADC Counts: 1928
(884309) Motor Lifter ADC Counts: 2095
(884659) Motor Lifter ADC Counts: 2246
(885009) Motor Lifter ADC Counts: 2373
(885059) _readLifterSwitches: New Lifter Down Value: 1
***PCR ON***
(888197) i2cTask_changeI2cSpeed: I2C task already set to FAST mode
(888198) _setPcrTecTempC: TEC Set Temp 50.00
[8]PCR TEC set to 50°C
(888210) _applyThermalBrakeUpdate: Worst Temp:34.30
(888211) _updateInertiaCompensation: overshoot:-0.70, updatedComp:-0.70, atIndex: 1 atTemp: 35.0
(888217) _resetThermalControlState: RESET Peltier 1 control state
(888224) thermalControl_setTargetTempC: [1] MAX RAMPING  goto 50.0
(888231) _setThermalControlState: thermalControl-1: changing state 3->1
(888238) tecCurvePredictorSetHoldPower: hold power: 66.24, filtered: 32.12, temp: 24.00
(888247) taskMonitor_task: Task Thermal Control Task hasn't checked in for 100 ms
(888260) thermalControl_setEnable: Enabling Peltier 1
(888322) TC: TC-1 = 23.86, modeled = 24.00, target = 50.00, heatSink = 22.87, output = 100.0, timeout = 50, ModelRate = -0.00, TecRate = -0.01, HsRate = -0.04
(888472) TC: TC-1 = 23.85, modeled = 24.00, target = 50.00, heatSink = 22.87, output = 100.0, timeout = 200, ModelRate = -0.01, TecRate = -0.02, HsRate = -0.08
(888620) TC: TC-1 = 23.85, modeled = 24.00, target = 50.00, heatSink = 22.86, output = 100.0, timeout = 350, ModelRate = -0.01, TecRate = 0.04, HsRate = -0.04
(888770) TC: TC-1 = 23.92, modeled = 24.00, target = 50.00, heatSink = 22.85, output = 100.0, timeout = 500, ModelRate = 0.06, TecRate = 0.92, HsRate = -0.17
(888920) TC: TC-1 = 24.27, modeled = 24.04, target = 50.00, heatSink = 22.83, output = 100.0, timeout = 650, ModelRate = 0.33, TecRate = 3.29, HsRate = -0.09
(889070) TC: TC-1 = 24.89, modeled = 24.14, target = 50.00, heatSink = 22.81, output = 100.0, timeout = 800, ModelRate = 0.81, TecRate = 5.42, HsRate = -0.22
(889220) TC: TC-1 = 25.91, modeled = 24.32, target = 50.00, heatSink = 22.78, output = 100.0, timeout = 950, ModelRate = 1.50, TecRate = 7.59, HsRate = -0.20
(889370) TC: TC-1 = 27.15, modeled = 24.61, target = 50.00, heatSink = 22.74, output = 100.0, timeout = 1100, ModelRate = 2.18, TecRate = 7.51, HsRate = -0.24
(889520) TC: TC-1 = 28.58, modeled = 25.02, target = 50.00, heatSink = 22.71, output = 100.0, timeout = 1250, ModelRate = 2.79, TecRate = 10.48, HsRate = -0.20
(889670) TC: TC-1 = 30.22, modeled = 25.54, target = 50.00, heatSink = 22.67, output = 100.0, timeout = 1400, ModelRate = 3.51, TecRate = 11.29, HsRate = -0.23
(889820) TC: TC-1 = 31.82, modeled = 26.13, target = 50.00, heatSink = 22.64, output = 100.0, timeout = 1550, ModelRate = 4.22, TecRate = 11.50, HsRate = -0.20
(889970) TC: TC-1 = 33.59, modeled = 26.83, target = 50.00, heatSink = 22.61, output = 100.0, timeout = 1700, ModelRate = 4.65, TecRate = 11.87, HsRate = -0.24
(890120) TC: TC-1 = 35.28, modeled = 27.59, target = 50.00, heatSink = 22.58, output = 100.0, timeout = 1850, ModelRate = 5.09, TecRate = 12.12, HsRate = -0.23
(890270) TC: TC-1 = 37.12, modeled = 28.42, target = 50.00, heatSink = 22.55, output = 100.0, timeout = 2000, ModelRate = 5.71, TecRate = 12.19, HsRate = -0.17
(890420) TC: TC-1 = 38.81, modeled = 29.30, target = 50.00, heatSink = 22.51, output = 100.0, timeout = 2150, ModelRate = 5.97, TecRate = 10.26, HsRate = -0.11
(890570) TC: TC-1 = 40.68, modeled = 30.23, target = 50.00, heatSink = 22.50, output = 100.0, timeout = 2300, ModelRate = 6.37, TecRate = 12.51, HsRate = -0.11
(890720) TC: TC-1 = 42.48, modeled = 31.20, target = 50.00, heatSink = 22.47, output = 100.0, timeout = 2450, ModelRate = 6.61, TecRate = 12.36, HsRate = -0.12
(890870) TC: TC-1 = 44.23, modeled = 32.21, target = 50.00, heatSink = 22.45, output = 100.0, timeout = 2600, ModelRate = 6.83, TecRate = 12.08, HsRate = -0.14
(891020) TC: TC-1 = 45.98, modeled = 33.24, target = 50.00, heatSink = 22.43, output = 100.0, timeout = 2750, ModelRate = 6.96, TecRate = 10.12, HsRate = -0.09
(891171) TC: TC-1 = 47.73, modeled = 34.29, target = 50.00, heatSink = 22.41, output = 100.0, timeout = 2900, ModelRate = 7.13, TecRate = 11.94, HsRate = -0.11
(891320) TC: TC-1 = 49.47, modeled = 35.37, target = 50.00, heatSink = 22.39, output = 100.0, timeout = 3050, ModelRate = 7.23, TecRate = 11.90, HsRate = -0.12
(891470) TC: TC-1 = 51.15, modeled = 36.45, target = 50.00, heatSink = 22.37, output = 100.0, timeout = 3200, ModelRate = 7.31, TecRate = 11.06, HsRate = -0.16
(891620) TC: TC-1 = 52.84, modeled = 37.54, target = 50.00, heatSink = 22.36, output = 100.0, timeout = 3350, ModelRate = 7.38, TecRate = 11.58, HsRate = -0.05
(891771) TC: TC-1 = 54.48, modeled = 38.65, target = 50.00, heatSink = 22.34, output = 100.0, timeout = 3500, ModelRate = 7.37, TecRate = 11.01, HsRate = -0.19
(891920) TC: TC-1 = 56.08, modeled = 39.75, target = 50.00, heatSink = 22.31, output = 100.0, timeout = 3650, ModelRate = 7.41, TecRate = 11.10, HsRate = -0.09
(892070) TC: TC-1 = 57.63, modeled = 40.85, target = 50.00, heatSink = 22.30, output = 100.0, timeout = 3800, ModelRate = 7.36, TecRate = 9.09, HsRate = -0.08
(892220) TC: TC-1 = 59.23, modeled = 41.95, target = 50.00, heatSink = 22.29, output = 100.0, timeout = 3950, ModelRate = 7.40, TecRate = 10.72, HsRate = -0.08
(892370) TC: TC-1 = 60.75, modeled = 43.05, target = 50.00, heatSink = 22.28, output = 100.0, timeout = 4100, ModelRate = 7.34, TecRate = 10.14, HsRate = -0.14
(892520) TC: TC-1 = 62.23, modeled = 44.14, target = 50.00, heatSink = 22.26, output = 100.0, timeout = 4250, ModelRate = 7.32, TecRate = 10.11, HsRate = -0.06
(892670) TC: TC-1 = 63.67, modeled = 45.23, target = 50.00, heatSink = 22.25, output = 100.0, timeout = 4400, ModelRate = 7.24, TecRate = 8.29, HsRate = -0.04
(892763) _maxHeatingStateTransitions: HEAT NORM fast->slow down
(892820) TC: TC-1 = 65.09, modeled = 46.31, target = 50.00, heatSink = 22.24, output = 0.0, timeout = 4550, ModelRate = 7.21, TecRate = 9.70, HsRate = -0.12
(892971) TC: TC-1 = 66.55, modeled = 47.38, target = 50.00, heatSink = 22.24, output = -100.0, timeout = 4650, ModelRate = 7.21, TecRate = 9.94, HsRate = -0.04
(893121) TC: TC-1 = 67.88, modeled = 48.44, target = 50.00, heatSink = 22.22, output = -100.0, timeout = 4800, ModelRate = 7.10, TecRate = 9.15, HsRate = -0.12
(893270) TC: TC-1 = 69.17, modeled = 49.49, target = 50.00, heatSink = 22.22, output = -100.0, timeout = 4950, ModelRate = 6.97, TecRate = 6.92, HsRate = 0.06
(893420) TC: TC-1 = 70.14, modeled = 50.50, target = 50.00, heatSink = 22.24, output = -100.0, timeout = 5100, ModelRate = 6.60, TecRate = 5.13, HsRate = 0.23
(893570) TC: TC-1 = 70.63, modeled = 51.42, target = 50.00, heatSink = 22.29, output = -100.0, timeout = 5250, ModelRate = 5.93, TecRate = 2.42, HsRate = 0.45
(893670) thermalSafety_brakeCheck: HEATING MAX RAMP: SWITCH to STEADY STATE - THERMAL BRAKE! model:51.97, threshold:50.50
(893711) _setThermalControlState: thermalControl-1: changing state 1->3
(893712) _setTempReachedCallback: Set Temp Reached
(893721) TC: TC-1 = 70.72, modeled = 52.23, target = 50.00, heatSink = 22.37, output = -100.0, timeout = 5400, ModelRate = 5.09, TecRate = -0.19, HsRate = 0.53
(893869) TC: TC-1 = 70.45, modeled = 52.90, target = 50.00, heatSink = 22.46, output = -100.0, timeout = 5550, ModelRate = 4.15, TecRate = -2.56, HsRate = 0.72
(894018) TC: TC-1 = 69.93, modeled = 53.43, target = 50.00, heatSink = 22.56, output = -100.0, timeout = 5700, ModelRate = 3.20, TecRate = -4.43, HsRate = 0.69
(894169) TC: TC-1 = 69.21, modeled = 53.82, target = 50.00, heatSink = 22.68, output = -100.0, timeout = 5850, ModelRate = 2.28, TecRate = -5.63, HsRate = 0.85
(894318) TC: TC-1 = 68.31, modeled = 54.08, target = 50.00, heatSink = 22.80, output = -100.0, timeout = 6000, ModelRate = 1.42, TecRate = -5.47, HsRate = 0.71
(894468) TC: TC-1 = 67.30, modeled = 54.21, target = 50.00, heatSink = 22.91, output = -100.0, timeout = 6150, ModelRate = 0.60, TecRate = -6.92, HsRate = 0.79
(894620) TC: TC-1 = 66.24, modeled = 54.24, target = 50.00, heatSink = 23.03, output = -100.0, timeout = 6300, ModelRate = -0.08, TecRate = -7.43, HsRate = 0.76
(894770) TC: TC-1 = 65.19, modeled = 54.18, target = 50.00, heatSink = 23.15, output = -100.0, timeout = 6450, ModelRate = -0.63, TecRate = -7.74, HsRate = 0.84
(894918) TC: TC-1 = 64.03, modeled = 54.03, target = 50.00, heatSink = 23.27, output = -98.3, timeout = 6600, ModelRate = -1.18, TecRate = -7.71, HsRate = 0.81
(895070) TC: TC-1 = 62.94, modeled = 53.82, target = 50.00, heatSink = 23.39, output = -72.9, timeout = 6750, ModelRate = -1.56, TecRate = -7.76, HsRate = 0.77
(895221) TC: TC-1 = 61.78, modeled = 53.55, target = 50.00, heatSink = 23.51, output = -49.8, timeout = 6900, ModelRate = -1.95, TecRate = -7.65, HsRate = 0.83
(895372) TC: TC-1 = 60.72, modeled = 53.24, target = 50.00, heatSink = 23.62, output = -31.9, timeout = 7050, ModelRate = -2.20, TecRate = -7.73, HsRate = 0.79
(895520) TC: TC-1 = 59.56, modeled = 52.89, target = 50.00, heatSink = 23.73, output = -8.4, timeout = 7200, ModelRate = -2.48, TecRate = -7.44, HsRate = 0.77
(895673) TC: TC-1 = 58.51, modeled = 52.51, target = 50.00, heatSink = 23.82, output = 22.7, timeout = 7300, ModelRate = -2.62, TecRate = -7.29, HsRate = 0.56
(895821) TC: TC-1 = 57.49, modeled = 52.11, target = 50.00, heatSink = 23.90, output = 32.3, timeout = 7450, ModelRate = -2.74, TecRate = -6.78, HsRate = 0.44
