timeSinceBootSeconds,stage1TempC,stage1FilteredTempC,stage1SetTempC,dataQStage1Heatsink,dataQStage1PeltierTop,dataQStage1PeltierBottom,dataQLiquidStg1,dataQStg1Slug,pcrTempC,pcrFilteredTempC,pcrModeledTempC,pcrExpectedTempC,pcrSetTempC,dataQPcrSlug,dataQPcrPeltierTop,dataQPcrPeltierBottom,dataQPcrHeatsink,pcrPTerm,pcrITerm,pcrDTerm,pcrFFTerm,pidOutput,415nm,445nm,480nm,515nm,555nm,590nm,630nm,680nm,Clear,Nir,QDotRatio,FluorTemp,qDotPredictedTempC
3916.983,,,,,,,31.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3917.169,33.94,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3917.199,,,,,,,,,,,,,,,,,,,,,,,1674.0,18000.0,301.0,151.0,558.0,850.0,787.0,580.0,49.0,18000.0,1.0800508259212198,30.04,30.04
3917.343,33.96,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3917.492,34.29,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3917.643,35.05,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3917.792,36.17,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3917.943,37.58,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3918.0,,,,,,,32.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3918.092,39.22,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3918.246,40.86,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3918.396,42.55,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3918.55,44.15,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3918.6,,,,,,,,,,,,,,,,,,,,,,,1652.0,18000.0,299.0,149.0,548.0,811.0,827.0,571.0,49.0,18000.0,0.9806529625151149,30.04,30.04
3918.696,45.9,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3918.858,47.45,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3919.008,49.2,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3919.05,,,,,,,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3919.168,50.94,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3919.324,52.4,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3919.472,53.93,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3919.626,55.54,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3919.776,57.07,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3919.926,58.54,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3919.946,,,,,,,,,,,,,,,,,,,,,,,1675.0,18000.0,298.0,148.0,564.0,816.0,827.0,583.0,49.0,18000.0,0.9866989117291415,30.04,30.04
3920.076,59.98,,60.0,,,,41.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3920.226,61.37,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3920.376,62.72,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3920.526,64.09,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3920.676,65.42,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3920.826,66.69,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3920.976,67.95,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3921.078,,,,,,,48.81,,,,,,,,,,,,,,,,1690.0,18000.0,299.0,148.0,564.0,826.0,810.0,581.0,49.0,18000.0,1.019753086419753,30.04,30.04
3921.126,69.19,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3921.276,70.39,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3921.426,71.58,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3921.576,72.74,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3921.726,73.87,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3921.877,74.98,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3922.026,76.05,,60.0,,,,53.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3922.176,77.11,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3922.202,,,,,,,,,,,,,,,,,,,,,,,1705.0,18000.0,299.0,148.0,563.0,828.0,796.0,576.0,49.0,18000.0,1.0402010050251256,30.04,30.04
3922.327,78.18,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3922.477,79.17,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3922.627,80.18,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3922.777,81.18,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3922.927,82.14,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3923.077,83.1,,60.0,,,,56.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3923.227,84.02,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3923.329,,,,,,,,,,,,,,,,,,,,,,,1708.0,18000.0,300.0,148.0,563.0,826.0,793.0,576.0,49.0,18000.0,1.0416141235813368,30.03,30.03
3923.377,84.91,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3923.527,85.79,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3923.677,86.64,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3923.827,87.5,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3923.977,88.35,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3924.127,89.14,,60.0,,,,59.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3924.277,89.95,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3924.427,90.74,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3924.453,,,,,,,,,,,,,,,,,,,,,,,1698.0,18000.0,299.0,148.0,572.0,802.0,792.0,583.0,49.0,18000.0,1.0126262626262625,30.03,30.03
3924.577,91.53,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3924.727,92.29,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3924.877,92.72,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3925.027,93.73,,60.0,,,,59.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3925.177,94.44,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3925.327,95.1,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3925.477,95.79,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3925.627,96.47,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3925.646,,,,,,,,,,,,,,,,,,,,,,,1699.0,18000.0,301.0,148.0,565.0,817.0,769.0,579.0,49.0,18000.0,1.0624187256176854,30.03,30.03
3925.777,97.13,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3925.927,97.76,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3926.077,98.38,,60.0,,,,58.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3926.227,99.03,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3926.377,99.6,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
