timeSinceBootSeconds,stage1TempC,stage1FilteredTempC,stage1SetTempC,dataQStage1Heatsink,dataQStage1PeltierTop,dataQStage1PeltierBottom,dataQLiquidStg1,dataQStg1Slug,pcrTempC,pcrFilteredTempC,pcrModeledTempC,pcrExpectedTempC,pcrSetTempC,dataQPcrSlug,dataQPcrPeltierTop,dataQPcrPeltierBottom,dataQPcrHeatsink,pcrPTerm,pcrITerm,pcrDTerm,pcrFFTerm,pidOutput,415nm,445nm,480nm,515nm,555nm,590nm,630nm,680nm,Clear,Nir,QDotRatio,FluorTemp,qDotPredictedTempC
1371.17,,,,,,,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372.156,,,,,,,25.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373.073,33.7,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373.134,,,,,,,,,,,,,,,,,,,,,,,160.0,7270.0,929.0,59.0,109.0,134.0,143.0,182.0,43.0,5787.0,0.9370629370629371,26.75,26.75
1373.151,,,,,,,25.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373.232,34.0,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373.387,35.0,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373.543,36.0,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373.692,37.1,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373.842,38.4,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373.992,39.6,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374.13,,,,,,,,,,,,,,,,,,,,,,,160.0,7281.0,930.0,59.0,109.0,134.0,143.0,182.0,43.0,5793.0,0.9370629370629371,26.74,26.74
1374.157,41.0,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374.239,,,,,,,25.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374.314,42.6,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374.471,44.0,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374.621,45.1,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374.771,46.4,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374.921,47.7,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375.072,49.1,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375.127,,,,,,,,,,,,,,,,,,,,,,,160.0,7280.0,930.0,59.0,109.0,134.0,143.0,182.0,43.0,5790.0,0.9370629370629371,26.74,26.74
1375.221,50.6,,90.0,,,,26.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375.371,51.8,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375.521,52.7,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375.671,53.7,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375.821,54.9,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375.971,56.0,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376.121,57.1,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376.142,,,,,,,25.99,,,,,,,,,,,,,,,,160.0,7272.0,929.0,59.0,109.0,134.0,143.0,183.0,43.0,5779.0,0.9370629370629371,26.74,26.74
1376.271,58.3,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376.421,59.4,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376.571,60.5,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376.727,61.6,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
