***Max Threads in Thread Pool: 8***
***Getting Serial Ports...***
***Serial Ports Refreshed!***
***Serial Port Connected!***
[0]Firmware Versions: 0.12.0s, B0.2.4s, 002.000, 1.0.0, 4.3.6, 1.0.0
[1]Got HW Device Configs: False, G.02, 379
[2]Updated Plunge Sen Values in GUI
[3]Updated Latch Sen Values in GUI
[4]Updated Lifter Sen Values in GUI
[5]Board Hardware Version: 5.5
(13165228) Door_Status: Closed
(13165346) colorSensorInterface_setGain: Setting color sensor gain to index 5
(13165348) colorSensorInterface_setIntegrationTimeMs: Setting color sensor integration time to 50
(13165603) _performCapture: [1338907,12,31.95,30,602,241,27,30,25,48,24,7,182,0,32.00]
(13165604) _isCupPresent: Cup Not Detected...
(13165607) _isCupPresent: Color sum must be > 4000. Measured color sum is 425.
(13165616) colorSensorInterface_setGain: Setting color sensor gain to index 6
(13165624) colorSensorInterface_setIntegrationTimeMs: Setting color sensor integration time to 25
(13165759) colorSensorInterface_setGain: Setting color sensor gain to index 5
(13165761) colorSensorInterface_setIntegrationTimeMs: Setting color sensor integration time to 50
(13166016) _performCapture: [1339320,12,31.95,30,598,240,27,29,25,48,24,7,181,0,32.01]
(13166017) _isCupPresent: Cup Not Detected...
(13166019) _isCupPresent: Color sum must be > 4000. Measured color sum is 423.
(13166029) colorSensorInterface_setGain: Setting color sensor gain to index 6
(13166037) colorSensorInterface_setIntegrationTimeMs: Setting color sensor integration time to 25
(13172180) i2cTask_changeI2cSpeed: Setting I2C task to FAST mode!
[6]Lowering Lifter
(13172203) _switchI2cSpeed: I2C Fast Mode Set!
(13172358) _readLifterSwitches: New Lifter Up Value: 0
(13172408) Motor Lifter ADC Counts: 1820
(13172758) Motor Lifter ADC Counts: 1635
(13173108) Motor Lifter ADC Counts: 1617
(13173458) Motor Lifter ADC Counts: 1602
(13173808) Motor Lifter ADC Counts: 1596
(13174158) Motor Lifter ADC Counts: 1587
(13174508) Motor Lifter ADC Counts: 1593
(13174858) Motor Lifter ADC Counts: 1623
(13175208) Motor Lifter ADC Counts: 1700
(13175558) Motor Lifter ADC Counts: 1814
(13175908) Motor Lifter ADC Counts: 1991
[7]Fan: ON
(13176258) Motor Lifter ADC Counts: 2203
(13176448) fanInterface_checkFanStatus: Fan is too slow or stalled. Fan RPS: 27, must be greater than 90
(13176449) fanInterface_checkFanStatus: Attemping to Re-enable fan.
(13176608) Motor Lifter ADC Counts: 2402
(13176758) _readLifterSwitches: New Lifter Down Value: 1
(13181455) fanInterface_checkFanStatus: Successfully Re-enabled fan.
(13181455) fanInterface_checkFanStatus: Fan RPS: 100
***PCR ON***
(13331138) i2cTask_changeI2cSpeed: I2C task already set to FAST mode
(13331139) _setPcrTecTempC: TEC Set Temp 50.00
[8]PCR TEC set to 50°C
(13331160) _resetThermalControlState: RESET Peltier 1 control state
(13331160) thermalControl_setTargetTempC: [1] MAX RAMPING  goto 50.0
(13331163) _setThermalControlState: thermalControl-1: changing state 3->1
(13331171) tecCurvePredictorSetHoldPower: hold power: -4.02, filtered: 16.29, temp: 29.60
(13331210) thermalControl_setEnable: Enabling Peltier 1
(13331223) TC: TC-1 = 29.57, modeled = 29.60, target = 50.00, heatSink = 28.11, output = 50.0, timeout = 0, ModelRate = -0.01, TecRate = -0.01, HsRate = -0.02
(13331370) TC: TC-1 = 29.56, modeled = 29.60, target = 50.00, heatSink = 28.11, output = 100.0, timeout = 150, ModelRate = -0.01, TecRate = -0.04, HsRate = -0.02
(13331521) TC: TC-1 = 29.57, modeled = 29.60, target = 50.00, heatSink = 28.11, output = 100.0, timeout = 300, ModelRate = -0.00, TecRate = 0.15, HsRate = -0.02
(13331670) TC: TC-1 = 29.62, modeled = 29.60, target = 50.00, heatSink = 28.11, output = 100.0, timeout = 450, ModelRate = 0.05, TecRate = 0.71, HsRate = -0.07
(13331820) TC: TC-1 = 29.88, modeled = 29.63, target = 50.00, heatSink = 28.09, output = 100.0, timeout = 600, ModelRate = 0.28, TecRate = 2.50, HsRate = -0.13
(13331970) TC: TC-1 = 30.45, modeled = 29.71, target = 50.00, heatSink = 28.06, output = 100.0, timeout = 750, ModelRate = 0.71, TecRate = 4.08, HsRate = -0.14
(13332120) TC: TC-1 = 31.35, modeled = 29.86, target = 50.00, heatSink = 28.04, output = 100.0, timeout = 900, ModelRate = 1.33, TecRate = 7.07, HsRate = -0.07
(13332270) TC: TC-1 = 32.54, modeled = 30.12, target = 50.00, heatSink = 28.02, output = 100.0, timeout = 1050, ModelRate = 2.04, TecRate = 8.41, HsRate = -0.27
(13332420) TC: TC-1 = 33.86, modeled = 30.47, target = 50.00, heatSink = 27.99, output = 100.0, timeout = 1200, ModelRate = 2.73, TecRate = 9.96, HsRate = -0.16
(13332570) TC: TC-1 = 35.44, modeled = 30.94, target = 50.00, heatSink = 27.96, output = 100.0, timeout = 1350, ModelRate = 3.47, TecRate = 10.49, HsRate = -0.28
(13332720) TC: TC-1 = 37.07, modeled = 31.50, target = 50.00, heatSink = 27.94, output = 100.0, timeout = 1500, ModelRate = 4.09, TecRate = 11.39, HsRate = -0.16
(13332870) TC: TC-1 = 38.75, modeled = 32.16, target = 50.00, heatSink = 27.90, output = 100.0, timeout = 1650, ModelRate = 4.69, TecRate = 11.76, HsRate = -0.23
(13333020) TC: TC-1 = 40.50, modeled = 32.89, target = 50.00, heatSink = 27.86, output = 100.0, timeout = 1800, ModelRate = 5.19, TecRate = 10.23, HsRate = -0.20
(13333170) TC: TC-1 = 42.29, modeled = 33.70, target = 50.00, heatSink = 27.84, output = 100.0, timeout = 1950, ModelRate = 5.67, TecRate = 12.26, HsRate = -0.25
(13333320) TC: TC-1 = 44.13, modeled = 34.57, target = 50.00, heatSink = 27.81, output = 100.0, timeout = 2100, ModelRate = 6.08, TecRate = 12.07, HsRate = -0.14
(13333470) TC: TC-1 = 45.84, modeled = 35.48, target = 50.00, heatSink = 27.79, output = 100.0, timeout = 2250, ModelRate = 6.35, TecRate = 12.32, HsRate = -0.20
(13333620) TC: TC-1 = 47.69, modeled = 36.44, target = 50.00, heatSink = 27.77, output = 100.0, timeout = 2400, ModelRate = 6.68, TecRate = 12.61, HsRate = -0.12
(13333770) TC: TC-1 = 49.42, modeled = 37.44, target = 50.00, heatSink = 27.74, output = 100.0, timeout = 2550, ModelRate = 6.82, TecRate = 12.07, HsRate = -0.16
(13333920) TC: TC-1 = 51.23, modeled = 38.47, target = 50.00, heatSink = 27.72, output = 100.0, timeout = 2700, ModelRate = 7.06, TecRate = 11.98, HsRate = -0.21
