timeSinceBootSeconds,stage1TempC,stage1FilteredTempC,stage1SetTempC,dataQStage1Heatsink,dataQStage1PeltierTop,dataQStage1PeltierBottom,dataQLiquidStg1,dataQStg1Slug,pcrTempC,pcrFilteredTempC,pcrModeledTempC,pcrExpectedTempC,pcrSetTempC,dataQPcrSlug,dataQPcrPeltierTop,dataQPcrPeltierBottom,dataQPcrHeatsink,pcrPTerm,pcrITerm,pcrDTerm,pcrFFTerm,pidOutput,415nm,445nm,480nm,515nm,555nm,590nm,630nm,680nm,Clear,Nir,QDotRatio,FluorTemp,qDotPredictedTempC
41.801,,,,,,,26.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.423,,,,,,,26.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.706,,,,,,,26.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.399,,,,,,,26.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.936,,,,,,,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.195,,,,,,,,,,,,,,,,,,,,,,,2697.0,18000.0,530.0,297.0,671.0,2438.0,1159.0,905.0,70.0,18000.0,2.103537532355479,31.06,31.06
44.472,,,,,,,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.516,28.58,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.666,28.61,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.815,28.89,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.906,,,,,,,26.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.966,29.61,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.116,30.78,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.266,32.11,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.31,,,,,,,,,,,,,,,,,,,,,,,2704.0,18000.0,529.0,296.0,672.0,2422.0,1155.0,905.0,70.0,18000.0,2.096969696969697,30.97,30.97
45.404,,,,,,,26.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.416,33.73,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.566,35.36,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.716,37.01,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.866,38.79,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.923,,,,,,,26.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
