timeSinceBootSeconds,stage1TempC,stage1FilteredTempC,stage1SetTempC,dataQStage1Heatsink,dataQStage1PeltierTop,dataQStage1PeltierBottom,dataQLiquidStg1,dataQStg1Slug,pcrTempC,pcrFilteredTempC,pcrModeledTempC,pcrExpectedTempC,pcrSetTempC,dataQPcrSlug,dataQPcrPeltierTop,dataQPcrPeltierBottom,dataQPcrHeatsink,pcrPTerm,pcrITerm,pcrDTerm,pcrFFTerm,pidOutput,415nm,445nm,480nm,515nm,555nm,590nm,630nm,680nm,Clear,Nir,QDotRatio,FluorTemp,qDotPredictedTempC
2355.827,,,,,,,34.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2356.661,,,,,,,34.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2357.773,,,,,,,34.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2358.043,34.08,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2358.101,,,,,,,,,,,,,,,,,,,,,,,1993.0,18000.0,1217.0,616.0,732.0,1654.0,938.0,669.0,83.0,18000.0,1.763326226012793,29.03,29.03
2358.2,34.07,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2358.35,34.23,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2358.501,34.83,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2358.653,35.86,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2358.803,37.32,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2358.878,,,,,,,34.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2358.953,38.56,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2359.103,40.4,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2359.253,41.82,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2359.403,43.56,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2359.553,45.16,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2359.635,,,,,,,,,,,,,,,,,,,,,,,1965.0,18000.0,1202.0,605.0,733.0,1697.0,930.0,679.0,82.0,18000.0,1.824731182795699,29.03,29.03
2359.703,46.89,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2359.854,48.47,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2359.978,,,,,,,34.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2360.003,50.06,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2360.153,51.42,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2360.303,53.11,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2360.453,54.69,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2360.603,56.08,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
