timeSinceBootSeconds,stage1TempC,stage1FilteredTempC,stage1SetTempC,dataQStage1Heatsink,dataQStage1PeltierTop,dataQStage1PeltierBottom,dataQLiquidStg1,dataQStg1Slug,pcrTempC,pcrFilteredTempC,pcrModeledTempC,pcrExpectedTempC,pcrSetTempC,dataQPcrSlug,dataQPcrPeltierTop,dataQPcrPeltierBottom,dataQPcrHeatsink,pcrPTerm,pcrITerm,pcrDTerm,pcrFFTerm,pidOutput,415nm,445nm,480nm,515nm,555nm,590nm,630nm,680nm,Clear,Nir,QDotRatio,FluorTemp,qDotPredictedTempC
125.153,,,,,,,22.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126.052,,,,,,,22.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127.063,22.1,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127.151,,,,,,,,,,,,,,,,,,,,,,,132.0,6080.0,773.0,50.0,92.0,109.0,119.0,150.0,37.0,4772.0,0.9159663865546218,22.66,22.66
127.22,22.5,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127.289,,,,,,,22.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127.361,23.3,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127.511,24.4,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127.671,25.6,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127.828,27.1,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127.978,28.4,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128.128,29.8,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128.155,,,,,,,,,,,,,,,,,,,,,,,132.0,6078.0,776.0,50.0,92.0,109.0,119.0,150.0,37.0,4771.0,0.9159663865546218,22.66,22.66
128.202,,,,,,,22.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128.278,31.2,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128.428,32.7,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128.578,34.2,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
