timeSinceBootSeconds,stage1TempC,stage1FilteredTempC,stage1SetTempC,dataQStage1Heatsink,dataQStage1PeltierTop,dataQStage1PeltierBottom,dataQLiquidStg1,dataQStg1Slug,pcrTempC,pcrFilteredTempC,pcrModeledTempC,pcrExpectedTempC,pcrSetTempC,dataQPcrSlug,dataQPcrPeltierTop,dataQPcrPeltierBottom,dataQPcrHeatsink,pcrPTerm,pcrITerm,pcrDTerm,pcrFFTerm,pidOutput,415nm,445nm,480nm,515nm,555nm,590nm,630nm,680nm,Clear,Nir,QDotRatio,FluorTemp,qDotPredictedTempC
5608.962,,,,,,,31.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5609.685,,,,,,,,,,,,,,,,,,,,,,,1749.0,18000.0,344.0,192.0,526.0,1449.0,899.0,554.0,55.0,18000.0,1.6117908787541713,29.56,29.56
5609.762,32.39,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5609.911,32.44,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5610.061,32.74,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5610.211,33.51,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5610.233,,,,,,,31.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5610.362,34.48,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5610.512,35.83,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5610.661,37.37,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5610.811,39.14,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5610.961,40.88,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5611.111,42.32,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5611.201,,,,,,,,,,,,,,,,,,,,,,,1739.0,18000.0,341.0,185.0,522.0,1435.0,866.0,553.0,55.0,18000.0,1.6570438799076213,29.57,29.57
5611.259,,,,,,,31.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5611.261,44.05,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5611.415,45.76,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5611.576,47.5,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
