timeSinceBootSeconds,stage1TempC,stage1FilteredTempC,stage1SetTempC,dataQStage1Heatsink,dataQStage1PeltierTop,dataQStage1PeltierBottom,dataQLiquidStg1,dataQStg1Slug,pcrTempC,pcrFilteredTempC,pcrModeledTempC,pcrExpectedTempC,pcrSetTempC,dataQPcrSlug,dataQPcrPeltierTop,dataQPcrPeltierBottom,dataQPcrHeatsink,pcrPTerm,pcrITerm,pcrDTerm,pcrFFTerm,pidOutput,415nm,445nm,480nm,515nm,555nm,590nm,630nm,680nm,Clear,Nir,QDotRatio,FluorTemp,qDotPredictedTempC
3118.162,28.67,,60,,,,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3118.32,29.1,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3118.466,30.12,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3118.616,31.21,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3118.776,33.01,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3118.941,34.89,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3118.955,,,,,,,,,,,,,,,,,,,,,,,547,18000,1660,167,367,261,660,496,135,12596,0.395454545,26.28,26.28
3119.091,36.48,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3119.177,,,,,,,28.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3119.241,38.15,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3119.391,39.96,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3119.551,41.49,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3119.701,43.12,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3119.851,44.88,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3120.001,46.39,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3120.09,,,,,,,,,,,,,,,,,,,,,,,550,18000,1661,166,366,253,666,484,135,12411,0.37987988,26.28,26.28
3120.151,47.99,,60,,,,28.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3120.3,49.53,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3120.451,51.02,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3120.601,52.49,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3120.751,53.93,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3120.901,55.32,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3121.051,56.57,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3121.195,,,,,,,,,,,,,,,,,,,,,,,554,18000,1677,166,374,253,665,485,135,12305,0.380451128,26.28,26.28
3121.201,57.89,,60,,,,28.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3121.353,59.26,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3121.503,60.39,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3121.651,60.77,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3121.801,60.42,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3121.951,60,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3122.101,59.78,,60,,,,28.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3122.251,59.68,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3122.322,,,,,,,,,,,,,,,,,,,,,,,557,18000,1679,167,370,255,678,478,136,12316,0.376106195,26.28,26.28
3122.401,59.61,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3122.551,59.53,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3122.701,59.42,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3122.851,59.3,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3123.001,59.19,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3123.151,59.05,,60,,,,28.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3123.301,58.91,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3123.442,,,,,,,,,,,,,,,,,,,,,,,559,18000,1687,167,368,254,677,479,137,12368,0.375184638,26.28,26.28
3123.452,58.77,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3123.601,58.63,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3123.751,58.5,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3123.901,58.37,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3124.051,58.24,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3124.201,58.11,,60,,,,30.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3124.351,57.99,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3124.501,57.86,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3124.555,,,,,,,,,,,,,,,,,,,,,,,555,18000,1688,168,366,255,681,485,136,12620,0.374449339,26.28,26.28
3124.651,57.74,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3124.801,57.6,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3124.951,57.49,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3125.101,57.36,,60,,,,32.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3125.251,57.26,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3125.401,57.14,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3125.551,57.01,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3125.669,,,,,,,,,,,,,,,,,,,,,,,547,18000,1694,168,363,261,688,496,137,12958,0.379360465,26.28,26.28
3125.702,56.9,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3125.851,56.78,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
