timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Expected TempC,Stage1 Target TempC,Stage1 Controlled Ramp Target,dataQStg1Heatsink,dataQStg1PeltierTop,dataQStage1PeltierBottom,dataQLiquidStg1,liquid2,dataQStg1Slug
15323.519,29.9,29.9,50,60,,,,,30.41,24.7,
15323.519,29.9,29.9,50,60,,,,,30.41,24.7,
15323.519,29.9,29.9,50,60,,,,,30.41,24.7,
15323.519,29.9,29.9,50,60,,,,,30.41,24.7,
15323.671,29.91,29.91,50,60,,,,,30.41,24.7,
15323.671,29.91,29.91,50,60,,,,,30.41,24.7,
15323.671,29.91,29.91,50,60,,,,,30.41,24.7,
15323.671,29.91,29.91,50,60,,,,,30.41,24.7,
15323.821,30.1,30.1,50,60,,,,,30.41,24.7,
15323.821,30.1,30.1,50,60,,,,,30.41,24.7,
15323.821,30.1,30.1,50,60,,,,,30.41,24.7,
15323.821,30.1,30.1,50,60,,,,,30.41,24.7,
15323.971,30.95,30.95,50,60,,,,,30.41,24.7,
15323.971,30.95,30.95,50,60,,,,,30.41,24.7,
15323.971,30.95,30.95,50,60,,,,,30.41,24.7,
15323.971,30.95,30.95,50,60,,,,,30.41,24.7,
15324.013,,,,,,,,,30.41,24.7,
15324.013,,,,,,,,,30.41,24.7,
15324.121,32.18,32.18,50,60,,,,,,,
15324.121,32.18,32.18,50,60,,,,,,,
15324.121,32.18,32.18,50,60,,,,,,,
15324.121,32.18,32.18,50,60,,,,,,,
15324.27,33.8,33.8,50,60,,,,,,,
15324.27,33.8,33.8,50,60,,,,,,,
15324.27,33.8,33.8,50,60,,,,,,,
15324.27,33.8,33.8,50,60,,,,,,,
15324.424,35.2,35.2,50,60,,,,,,,
15324.424,35.2,35.2,50,60,,,,,,,
15324.424,35.2,35.2,50,60,,,,,,,
15324.424,35.2,35.2,50,60,,,,,,,
15324.574,37.21,37.21,50,60,,,,,,,
15324.574,37.21,37.21,50,60,,,,,,,
15324.574,37.21,37.21,50,60,,,,,,,
15324.574,37.21,37.21,50,60,,,,,,,
15324.724,38.8,38.8,50,60,,,,,,,
15324.724,38.8,38.8,50,60,,,,,,,
15324.724,38.8,38.8,50,60,,,,,,,
15324.724,38.8,38.8,50,60,,,,,,,
15324.893,40.48,40.48,50,60,,,,,,,
15324.893,40.48,40.48,50,60,,,,,,,
