(1872042) systemRequestStateChange: System State Transition WARNING -> ERROR
(1872042) blePeriphNotifySubscription: ENTER NOTIFY
(1872045) systemRequestStateChange: Notify exit state change
***PCR ON***
[49]PCR TEC set to 50°C
(1872301) _setPcrTecTempC: TEC Set Temp 50.000000
(1872302) _resetThermalControlState: RESET Peltier 1 control state
(1872306) thermalControlSetTargetTempC: [1] MAX RAMPING  goto 50.0
(1872313) _setThermalControlState: thermalControl-1: changing state 3->1
(1872320) tecCurvePredictorSetHoldPower: holdPower is NaN
(1872326) thermalControlSetEnable: Enabling Peltier 1
(1872355) TC: TC-1 = 23.94, modeled = 23.91, target = 50.00, heatSink = -87.67, output = 19.5, timeout = 0, exptTempC = 50.00, TecRate = 0.011
(1872500) TC: TC-1 = 23.94, modeled = 23.91, target = 50.00, heatSink = -87.41, output = 19.2, timeout = 150, exptTempC = 50.00, TecRate = 0.011
(1872650) TC: TC-1 = 23.94, modeled = 23.91, target = 50.00, heatSink = -87.49, output = 19.2, timeout = 300, exptTempC = 50.00, TecRate = 0.013
(1872802) TC: TC-1 = 23.94, modeled = 23.92, target = 50.00, heatSink = -86.63, output = 19.6, timeout = 450, exptTempC = 50.00, TecRate = 0.011
(1872951) TC: TC-1 = 23.94, modeled = 23.92, target = 50.00, heatSink = -87.29, output = 19.1, timeout = 600, exptTempC = 50.00, TecRate = 0.013
(1873103) TC: TC-1 = 23.94, modeled = 23.92, target = 50.00, heatSink = -87.54, output = 19.2, timeout = 750, exptTempC = 50.00, TecRate = 0.013
(1873256) TC: TC-1 = 23.94, modeled = 23.92, target = 50.00, heatSink = -87.40, output = 19.6, timeout = 900, exptTempC = 50.00, TecRate = 0.014
(1873405) TC: TC-1 = 23.94, modeled = 23.92, target = 50.00, heatSink = -87.58, output = 19.1, timeout = 1050, exptTempC = 50.00, TecRate = 0.013
(1873555) TC: TC-1 = 23.93, modeled = 23.93, target = 50.00, heatSink = -87.66, output = 19.1, timeout = 1200, exptTempC = 50.00, TecRate = 0.008
(1873705) TC: TC-1 = 23.93, modeled = 23.93, target = 50.00, heatSink = -86.96, output = 19.7, timeout = 1350, exptTempC = 50.00, TecRate = 0.007
(1873855) TC: TC-1 = 23.93, modeled = 23.93, target = 50.00, heatSink = -87.29, output = 19.1, timeout = 1500, exptTempC = 50.00, TecRate = 0.007
(1874006) TC: TC-1 = 23.93, modeled = 23.93, target = 50.00, heatSink = -87.88, output = 19.1, timeout = 1650, exptTempC = 50.00, TecRate = 0.009
(1874161) TC: TC-1 = 23.93, modeled = 23.93, target = 50.00, heatSink = -87.54, output = 19.9, timeout = 1800, exptTempC = 50.00, TecRate = 0.010
(1874313) TC: TC-1 = 23.93, modeled = 23.93, target = 50.00, heatSink = -87.37, output = 19.6, timeout = 1950, exptTempC = 50.00, TecRate = 0.013
(1874458) TC: TC-1 = 23.94, modeled = 23.93, target = 50.00, heatSink = -87.67, output = 18.9, timeout = 2100, exptTempC = 50.00, TecRate = 0.018
(1874608) TC: TC-1 = 23.95, modeled = 23.94, target = 50.00, heatSink = -86.97, output = 19.7, timeout = 2250, exptTempC = 50.00, TecRate = 0.030
(1874757) TC: TC-1 = 23.98, modeled = 23.94, target = 50.00, heatSink = -87.49, output = 18.9, timeout = 2400, exptTempC = 50.00, TecRate = 0.046
(1874908) TC: TC-1 = 24.01, modeled = 23.95, target = 50.00, heatSink = -87.97, output = 19.1, timeout = 2550, exptTempC = 50.00, TecRate = 0.065
(1875062) TC: TC-1 = 24.04, modeled = 23.96, target = 50.00, heatSink = -87.75, output = 19.5, timeout = 2700, exptTempC = 50.00, TecRate = 0.083
(1875209) TC: TC-1 = 24.08, modeled = 23.98, target = 50.00, heatSink = -87.57, output = 19.5, timeout = 2850, exptTempC = 50.00, TecRate = 0.097
